text,reply,retweet,like,view,author_id,created_at,search_keyword,search_query
패왕별희도 역사의 흐름과 사회의 변화가 예술산업에 어떤 영향을 주는지 보여주면서 등장인물들이 인간이라는 점을 보여주는데 국보는 흠 잘 모르겠습니다 그냥 정말 현실과 유리된 어떤 진공 속의 세계관 같음,1,19,27,3540,@lill10l,2025-11-23T07:39:58.000Z,인간 중심의 AI,"(""인간 중심의 AI"" OR ""인간"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
저러고살다가 다음에 istp친구 사겨보면 진짜 저친구가 얼마나 나를 인간으로 대해줬는지 체감하게됨,2,1359,1601,530237,@leseopanda66725,2025-11-23T07:35:39.000Z,인간 중심의 AI,"(""인간 중심의 AI"" OR ""인간"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"그러므로, 그런 강력한 애정에 대한 갈구가 있다면 인간이 가족 개념 자체를 벗어나는 것은 불가능할 것이고, 다만 최대한 다양한 방식의 가족 결합을 제도적으로 지원하여 최대한 많은 사람이 그런 가족을 가지도록 하는 것이 그나마 현재 주장할 수 있는 일 같다.",0,25,43,2939,@filigranpflanze,2025-11-23T07:26:04.000Z,인간 중심의 AI,"(""인간 중심의 AI"" OR ""인간"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"가족중심주의는 체제를 수호하는 큰 축 중 하나다. 부와 권력을 세습하는 가장 작은 단위의 배타적 공동체이며, 외부로부터의 위협에 구성원을 보호하고 공동의 생존을 함께 도모한다는 입장에서 단단한 내부의 결속을 가지고 있다. 내 가족을 보호해야하는 입장이 되는 순간 인간은 혁명하기 힘들다",2,144,180,53843,@filigranpflanze,2025-11-23T07:13:23.000Z,인간 중심의 AI,"(""인간 중심의 AI"" OR ""인간"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
애기들마다 기질 차이는 있겠지만 내가 여태 겪은 애기들도 대부분 앉아서 정적인 놀이 함께하는 것보다 온몸으로 과격하게 놀아주는 걸 좋아했음 여자아이 남자아이 할 것 없이 대부분의 아이가 그랬음 들쳐메고 빙글빙글 돌거나 그네처럼 왔다~갔다~ 해주는 거 개좋아함 애기랑 놀아주려면 인간,2,562,2008,301356,@noth1ngisbetter,2025-11-23T07:12:40.000Z,인간 중심의 AI,"(""인간 중심의 AI"" OR ""인간"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"우리는 이런 인간을 두고 '구제불능'이라고 합니다.
자기 뜻대로 여론이 형성 안되니
아예 정신이 지옥행 가셨을까요?
대통령님 의중도 멋대로 해석해서
대통령님 존함을 방패삼는 당신
보통 미친게 아니라는건 알겠네요.",2,42,105,927,@BlueCloud3852,2025-11-23T07:06:41.000Z,인간 중심의 AI,"(""인간 중심의 AI"" OR ""인간"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
유시민은 전형적인 먹물의 악영향을 보여주고 있는데 하등 쓸 데 없는 선악구도 갈라치기를 무한 가지치기 하면서 자기 먹고 사는 데 쓰고 있음. 명심하십시오 인간은 거기서 거기다. 선악구도 갈라치기에 빠질수록 당신은 당신 자신이 아닌 그걸 유도하는 사람에게 이익을 주고 있다.,0,11,13,586,@diviner_xuri_,2025-11-23T07:02:43.000Z,인간 중심의 AI,"(""인간 중심의 AI"" OR ""인간"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"Berriz 앱에서 2025 MMA 글로벌 팬스 초이스 부문 투표해주세요 #로제 #ROSÉ 

**글로벌 팬 투표 (한국 제외)

 
link.berriz.in/web/main/mma20…",2,63,131,4145,@rosieapeach,2025-11-25T13:15:53.000Z,Web gRPC Stub Runtime,"(""Web gRPC Stub Runtime"" OR ""Web"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"promo-web.idolchamp.com/app_proxy.html
…
오늘 마감입니다!!!!! 사용 가능합니다
[Champion song] VS. PLAVE",0,81,72,4729,@plli070,2025-11-25T13:03:10.000Z,Web gRPC Stub Runtime,"(""Web gRPC Stub Runtime"" OR ""Web"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
" Fanplus_League Vote (~12/9 5pm KST)
[K-POP Male Idols 2025_Round 66]

팬플러스 앱을 계속 사용하고 있다면, 리그전에 투표해 주세요

App: 
bit.ly/48xOh58
Web: 
bit.ly/4p3L2se
(Website: 1,000 Free vote per day)

소멸예정 투표권 확인하여 소멸되기 전에",0,101,161,3292,@itJIMIN1013,2025-11-25T08:16:05.000Z,Web gRPC Stub Runtime,"(""Web gRPC Stub Runtime"" OR ""Web"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
" Fanplus_League Vote (D- 5pm KST)
[K-POP Male Idols 2025_Round 65]

투표 종료까지 약 25분 남았습니다
웹투표도 잊지 말고 꼭 해주세요

App: 
bit.ly/486bOtH
Web: 
bit.ly/4qQT1dm",0,36,64,2732,@itJIMIN1013,2025-11-25T07:23:09.000Z,Web gRPC Stub Runtime,"(""Web gRPC Stub Runtime"" OR ""Web"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"MONSTA X MINI ALBUM
𝑻𝑯𝑬 𝑿  

발매 기념 팬사인회 안내 - 애플뮤직
*국내 마지막 대면 팬사인회 

자세한 내용은 Berriz 커뮤니티를 확인해 주세요!

#몬스타엑스 #MONSTAX 
#MONSTA_X #THEX
#NtheFront",17,360,1154,54429,@OfficialMONSTAX,2025-11-25T06:00:23.000Z,Web gRPC Stub Runtime,"(""Web gRPC Stub Runtime"" OR ""Web"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"m.hanacard.co.kr/MKEVT1010M.web
…

탐라 트친들 이거 응모 하기 꼭 해!!!!!!!!!",0,13,10,921,@20010912Y,2025-11-25T03:22:04.000Z,Web gRPC Stub Runtime,"(""Web gRPC Stub Runtime"" OR ""Web"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"망해가는 야핑판에 믿을건
@zama
 뿐이다.

1M~10M 사이 투자받은 프로젝트
낑낑 거리면서 야핑하다 $100도
못건지고 있는데.....

150M 투자받은 프로젝트가 있네?
그게 바로 zama

FHE 동형 암호화 기술의 선두주자
Web3의 미래를 재정의할 잠재력을 가진
zama NFT획득 할수있는 기회가 이제",30,14,37,1405,@semiko8585,2025-11-25T03:19:15.000Z,Web gRPC Stub Runtime,"(""Web gRPC Stub Runtime"" OR ""Web"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"[] NOWZ (나우즈) 3rd Single [Play Ball] OFFICIAL MD 판매 안내 

 
link.berriz.in/web/main/nowz/
…

#NOWZ #나우즈 
#PlayBall
#HomeRUN",0,91,158,9326,@CUBE_NOWZ,2025-11-25T03:01:05.000Z,Web gRPC Stub Runtime,"(""Web gRPC Stub Runtime"" OR ""Web"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"[] MMA 2025 Berriz Global Fans' Choice 투표 안내

*해외 유저 대상으로 진행되는 투표입니다
*ONLY for Global Users

 11/25 11:00 ~ 12/14 23:59 (KST)
 Berriz App
 
link.berriz.in/web/main/mma20
…

 Global Fans' Choice - vote #IU 

 Voting resets daily at 11:00 KST",1,56,114,4210,@IU_supporters,2025-11-25T02:30:11.000Z,Web gRPC Stub Runtime,"(""Web gRPC Stub Runtime"" OR ""Web"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"트황의 목소리.  
부정선거에 모든 에너지를 집중하자!

미국에서 진실이 드러나면
A-WEB이랑 중국이 나올까 안나올까",1,32,104,2003,@zedrune17,2025-11-25T02:22:49.000Z,Web gRPC Stub Runtime,"(""Web gRPC Stub Runtime"" OR ""Web"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"어떤 프로젝트들은 시끄러움으로 인상을 남기길 선택한다.
하지만 .
@EspressoSys
  그 반대의 길을 간다:
너무 조용해서, 주변 모든 것이… 자연스럽게 더 부드러워졌을 때에야 그 존재를 깨닫게 된다.
Espresso는 Web3를 “화려하게” 만들려 하지 않는다.
단지 Web3를 정확하게 만들 뿐이다.
그리고 그",285,15,229,488,@NDC6789,2025-11-25T00:00:02.000Z,Web gRPC Stub Runtime,"(""Web gRPC Stub Runtime"" OR ""Web"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"[] 월요병 치료사

NOWZ (나우즈)의 Berriz LIVE가 시작되었습니다! 
데이앤 여러분의 많은 시청 바랍니다  
 
link.berriz.in/web/main/nowz/
…

#NOWZ #나우즈
#현빈 #HYEONBIN",1,49,190,6756,@CUBE_NOWZ,2025-11-24T13:40:14.000Z,Web gRPC Stub Runtime,"(""Web gRPC Stub Runtime"" OR ""Web"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"𝟐𝟎𝟐𝟓 𝐀𝐏𝐀𝐍 𝐒𝐭𝐚𝐫 𝐀𝐰𝐚𝐫𝐝𝐬

오늘 예선투표 마감
Preliminary Voting closes today!

베스트 커플 
bit.ly/4phMrez
 #임윤아 #이채민 #폭군의셰프
 #이혜리 #정수빈 #선의의경쟁
 #유연석 #채수빈 #지금거신전화는

베스트 O.S.T",0,34,94,7006,@idolchamp1,2025-11-24T11:25:53.000Z,Web gRPC Stub Runtime,"(""Web gRPC Stub Runtime"" OR ""Web"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"쿠베 기반으로 컨테이너 빌드하고 돌려주는

서비스를 멘티들이 만들었습니다.

jvm 기반도 돌아가긴하는데 너무 부팅이 느림.. ㅠㅠ
launchpad.kr",2,12,29,3180,@darjeelingt,2025-11-16T11:45:36.000Z,JVM 웜업,"(""JVM 웜업"" OR ""JVM"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"내년 4월 전에 월드컵 주요 도시에서 규제가 완화되고 자율주행 택시들이 보일 겁니다. 

규제를 뚫는 것은 처음이 어렵고, 그 다음은 형평성 때문에 쉽습니다. 허가를 하는 것은 첫 ""주""가 어렵고, 다른 주들은 경쟁심 때문에 쉽습니다.

결정적으로 각 주는 지방선거 전에 하나라도 더 성과를 내야",3,13,115,5165,@bogusjack,2025-11-25T16:58:28.000Z,자율 AI 에이전트,"(""자율 AI 에이전트"" OR ""자율"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"오늘의 낙서
자율주행 참백도들",0,53,150,2444,@terionip,2025-11-25T13:39:33.000Z,자율 AI 에이전트,"(""자율 AI 에이전트"" OR ""자율"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
" 일론머스크의 마지막 퍼즐 조각!

왜 일론 머스크는 자율주행 코드 30만 줄을 날려버렸을까? 

이유는 간단하다. AI의 궁극적인 연료는 ‘광자(photons)’이기 때문.
그리고 지금까지의 FSD 발전은 머스크가 옳았음을 증명해왔다. 

하지만 추상적인 이론만으로는 부족하다. 진짜 혁명이 어떤",11,40,130,10543,@tesla_fsd_,2025-11-25T11:35:57.000Z,자율 AI 에이전트,"(""자율 AI 에이전트"" OR ""자율"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"일론 머스크의 ‘300,000줄 코드 삭제’가 의미하는 것

1_ 전통적 자율주행 방식의 한계

기존 자율주행 시스템은 카메라가 받아들인膨대한 시각 정보를 규칙 기반 코드로 해석하려 했지만, 이는 물리적 세계의 복잡성을 충분히 담아내지 못하는 저효율 구조로 평가됨.

2_ 테슬라의 ‘룰 기반 제거’",3,20,74,9369,@TeslaZoa,2025-11-25T11:10:45.000Z,자율 AI 에이전트,"(""자율 AI 에이전트"" OR ""자율"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"변협도 다시 나라가 가져와야 해.

자율규제해서 성공한 사례가 존재는 하나?",0,50,38,2764,@ikeasajima,2025-11-25T07:52:19.000Z,자율 AI 에이전트,"(""자율 AI 에이전트"" OR ""자율"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"내가 2020년부터 테슬라 투자하면서
친한 친구한테 늘 그랬었음

미래에 차가 자율주행 된다고
머스크가 FSD라는 명칭으로 계속 데이터 모으고 하고 있다니까,

""그게 될거 같냐? 부산 연산 로터리 같이
복잡하고 도로가 안좋고 차는 많은곳
자율주행 되기전까지 안믿는다""

이래왔었음. 5년간...",21,14,109,15258,@shoonyhan,2025-11-25T04:44:26.000Z,자율 AI 에이전트,"(""자율 AI 에이전트"" OR ""자율"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"미국에서의 FSD와 로보택시, 중국에서의 짧은 FSD 시승 등을 통해 FSD의 범용성에 개인적으로 확신이 있었는데, 이 부분이 거의 완전히 충족되었습니다.

한국에서 시작점이 이 정도 수준인데, 위 영상을 보는 것 외에 직접 경험해봤을때 테슬라의 자율주행이 불가능하다고 말할 수 있는 사람이 몇이나",4,15,94,2870,@Tslachan,2025-11-25T04:04:29.000Z,자율 AI 에이전트,"(""자율 AI 에이전트"" OR ""자율"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"Legacy들이 Tesla License를 하지 않고 버티는 이유는 국가의 기간산업이기 때문에 나라에서 보호해 줄꺼란 믿음 때문.

그런데, 그들이 잘못 생각하는 것은 자율주행 산업이 본격화되기 시작하면 더이상 자동차 산업은 AI Robot 산업을 전환될 것이란 사실.

그렇게 되면 자동차 산업은 자율주행 기술",15,30,170,8318,@bogusjack,2025-11-25T02:00:36.000Z,자율 AI 에이전트,"(""자율 AI 에이전트"" OR ""자율"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"결국 아무도 라이센싱을 하지는 않은 듯
테슬라의 우선순위도 아니었으니...
이제 시작된 자율주행의 시대..
그들은 결국 몰락할 것이다.
소비자의 선택은 명확하니깐 ㅋ
_______________

Lewis: 이 일에 기쁨을 느끼진 않겠지만, 레거시메이커들은 충분히 경고받을 시간을 가졌다.

일론:
경고도",14,15,115,6205,@StarLight_Tsla,2025-11-24T22:11:19.000Z,자율 AI 에이전트,"(""자율 AI 에이전트"" OR ""자율"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"Melius 리서치의 애널리스트 롭 워트하이머는 이렇게 말했다.

“테슬라의 자율주행 우위는 되돌릴 수 없는 전환점에 다가가고 있으며, 이는 현대 산업 역사에서 가장 큰 가치 이동 중 하나를 촉발할 수 있습니다. 세상이 급격하게 변화하기 직전이기 때문에 테슬라는 반드시 보유해야 할 종목입니다.”",6,35,108,7825,@TeslaZoa,2025-11-24T15:15:35.000Z,자율 AI 에이전트,"(""자율 AI 에이전트"" OR ""자율"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"오늘 서울대와 
M.AX 얼라이언스 협력 MOU를 체결했습니다. 서울대와 함께 휴머노이드·자율주행·AI팩토리용 AI 모델을 개발하고, 제조데이터·인재양성 협력을 확대합니다. 서울대 뿐 아니라 전국의 우수 대학과 함께 제조 AX 최강국을 향해 나아가겠습니다.
facebook.com/share/p/17THDv
…",16,57,190,1661,@MinisterofMOTIR,2025-11-24T09:40:23.000Z,자율 AI 에이전트,"(""자율 AI 에이전트"" OR ""자율"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"韓 연 5만대 눈앞 테슬라…'자율주행 가능' 미국산 물량 확대하나 

테슬라가 한국 시장 공급망을 중국에서 미국으로 전환할 것이라는 예측이 나오는 이유다. 한미 FTA에 따라 미국 자동차는 브랜드별로 연간 5만대 이하로는 한국에 수출할 수 없었다. 그러나 최근 한미 통상협상에 따라 양국은 이",13,21,125,20046,@ohmahahm,2025-11-24T09:23:50.000Z,자율 AI 에이전트,"(""자율 AI 에이전트"" OR ""자율"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"자율주행 경쟁은 끝났다.
폭스바겐은 샤오펑의 자율주행 시스템을 사서 중국에 진출한다.
샤오펑의 기술력을 빌리지 않으면 도저히 경쟁이 안 된다.
테슬라는 전 세계 어디에 놓아도 자율주행을 할 수 있는 유일한 기업이다.
테슬라 FSD를 도입해야 하는 자동차 기업들이 내 눈엔 아주 많이 보인다.",11,22,189,17643,@Liberty0918,2025-11-24T04:35:02.000Z,자율 AI 에이전트,"(""자율 AI 에이전트"" OR ""자율"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
테슬라가 23일부터 우리나라에 '완전자율주행(FSD)' 기능이 포함된 소프트웨어를 무선소프트웨어업데이트(OTA) 방식으로 배포했습니다.  한국수입차협회(KAIDA) 신차 등록 데이터에 따르면 2024년 1월부터 올 10월까지 국내에 판매된 모델S·X 차량은 817대로 2023년에 등록된 차량들을 더하면 약 900대,11,29,184,15134,@hohocho,2025-11-24T00:30:43.000Z,자율 AI 에이전트,"(""자율 AI 에이전트"" OR ""자율"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
"FSD 오세아니아, 한국 출시로 분명해 짐. FSD 자율주행 모델은 세계 어디든 95% 수준의 높은 통용성을 가지고 5% 정도의 로컬 최적화 훈련만 거치면 문제없이 사용할 수 있다는 것.",4,11,113,3323,@bogusjack,2025-11-24T00:08:53.000Z,자율 AI 에이전트,"(""자율 AI 에이전트"" OR ""자율"") lang:ko -filter:retweets min_retweets:10 since:2024-11-26 until:2025-11-26 -아이돌 -포카 -양도 -나눔 -rt -알티 -직캠 -팬싸 -콘서트 -굿즈 -앨범 -컴백 -최애 -덕질 -야구 -축구 -KBO -경기 -선수 -토토 -대출 -급전 -배팅 -카지노 -19금 -쿠팡 -알리 -할인 -쿠폰"
